,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company,Model
5581,Hyderabad,2013,42000,Diesel,Manual,3,19.64,1461.0,108.45,5.0,8.0,renault,renault duster
5584,Hyderabad,2014,24300,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4.55,maruti,maruti celerio
5585,Hyderabad,2015,47883,Diesel,Manual,2,26.21,1248.0,88.5,5.0,7.4,maruti,maruti ciaz
5587,Kolkata,2013,56683,Diesel,Automatic,2,17.05,1995.0,184.0,5.0,13.5,bmw,bmw x1
5588,Bangalore,2013,38000,Petrol,Manual,3,15.6,1196.0,70.0,5.0,3.55,ford,ford figo
5589,Ahmedabad,2018,35000,Diesel,Manual,3,22.7,1582.0,126.2,5.0,15.0,hyundai,hyundai elantra
5590,Pune,2007,80000,Petrol,Manual,2,13.9,1599.0,103.2,5.0,1.95,hyundai,hyundai verna
5591,Pune,2006,125000,Petrol,Manual,2,13.5,1799.0,130.0,5.0,2.3,honda,honda civic
5592,Chennai,2013,123000,Diesel,Manual,2,12.55,2982.0,168.5,7.0,15.0,toyota,toyota fortuner
5593,Chennai,2012,70000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.15,hyundai,hyundai i10
5594,Hyderabad,2012,87982,Diesel,Manual,3,21.64,1461.0,84.8,5.0,5.0,nissan,nissan sunny
5595,Jaipur,2013,40714,Diesel,Automatic,2,18.12,1995.0,190.0,5.0,24.75,bmw,bmw 5
5596,Pune,2008,83000,Diesel,Manual,2,16.52,1991.0,123.7,5.0,2.6,chevrolet,chevrolet optra
5597,Ahmedabad,2011,86000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.75,hyundai,hyundai i10
5598,Ahmedabad,2009,60002,Diesel,Manual,2,17.5,1896.0,106.0,5.0,4.85,skoda,skoda laura
5600,Kolkata,2014,84677,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3.0,honda,honda amaze
5602,Hyderabad,2016,81424,Diesel,Manual,3,12.99,2494.0,100.6,8.0,14.49,toyota,toyota innova
5604,Chennai,2012,70000,Diesel,Manual,2,22.71,1461.0,84.8,5.0,4.0,nissan,nissan sunny
5605,Delhi,2015,40000,Diesel,Manual,2,26.59,1248.0,74.0,5.0,4.5,maruti,maruti swift
5606,Mumbai,2019,600,Petrol,Automatic,3,21.5,1197.0,81.8,5.0,6.25,maruti,maruti wagon
5607,Pune,2015,65320,Diesel,Automatic,2,16.96,1968.0,138.03,5.0,11.5,volkswagen,volkswagen jetta
5608,Pune,2009,79000,Petrol,Manual,1,9.8,2354.0,180.0,5.0,3.1,honda,honda accord
5609,Mumbai,2018,5000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,10.11,honda,honda city
5610,Coimbatore,2019,6028,Petrol,Manual,3,17.01,1591.0,121.3,5.0,11.54,hyundai,hyundai verna
5611,Delhi,2006,86000,Petrol,Manual,2,18.9,998.0,67.1,5.0,1.0,maruti,maruti wagon
5612,Kolkata,2013,160000,Diesel,Manual,2,23.4,1248.0,74.0,5.0,2.5,maruti,maruti swift
5614,Coimbatore,2018,43127,Diesel,Manual,3,23.59,1364.0,67.04,5.0,6.85,toyota,toyota etios
5615,Kochi,2012,65727,Petrol,Manual,3,19.81,1086.0,68.05,5.0,2.97,hyundai,hyundai i10
5616,Pune,2013,70000,Petrol,Manual,3,17.01,1591.0,121.3,5.0,4.75,hyundai,hyundai verna
5617,Coimbatore,2018,39861,Diesel,Manual,3,20.14,1498.0,88.8,5.0,7.38,volkswagen,volkswagen polo
5619,Bangalore,2010,77332,Diesel,Manual,2,23.0,1396.0,90.0,5.0,3.65,hyundai,hyundai i20
5620,Kochi,2017,17489,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,5.99,hyundai,hyundai grand
5621,Pune,2012,125000,Diesel,Automatic,3,11.5,2982.0,169.0,7.0,13.5,toyota,toyota fortuner
5622,Chennai,2016,35129,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,7.0,maruti,maruti baleno
5623,Hyderabad,2016,22982,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,10.95,hyundai,hyundai creta
5624,Pune,2013,54500,Petrol,Manual,1,20.36,1197.0,78.9,5.0,2.95,hyundai,hyundai i10
5626,Kochi,2017,73641,Petrol,Automatic,3,14.67,1798.0,177.46,5.0,17.08,skoda,skoda superb
5627,Hyderabad,2015,59572,Diesel,Manual,3,26.59,1248.0,74.0,5.0,6.85,maruti,maruti swift
5628,Jaipur,2014,112827,Petrol,Automatic,3,13.1,1997.0,141.1,5.0,10.5,honda,honda cr-v
5629,Hyderabad,2010,118000,Diesel,Manual,3,12.8,2494.0,102.0,8.0,8.75,toyota,toyota innova
5630,Kolkata,2010,60000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,2.7,honda,honda city
5631,Mumbai,2012,75059,Petrol,Automatic,3,17.0,1591.0,121.3,5.0,4.25,hyundai,hyundai verna
5632,Pune,2018,3000,Diesel,Manual,3,23.59,1364.0,67.04,5.0,7.9,toyota,toyota etios
5633,Delhi,2011,78000,Petrol,Automatic,2,13.7,1798.0,157.75,5.0,4.5,skoda,skoda superb
5634,Kolkata,2012,47000,Diesel,Manual,3,21.64,1461.0,84.8,5.0,4.0,nissan,nissan sunny
5635,Delhi,2012,42000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,4.75,honda,honda city
5636,Kolkata,2018,6820,Diesel,Manual,3,22.54,1396.0,88.76,5.0,7.65,hyundai,hyundai elite
5637,Kochi,2013,55176,Petrol,Manual,2,17.4,1599.0,104.0,5.0,3.47,chevrolet,chevrolet optra
5638,Kochi,2016,39854,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5.64,honda,honda amaze
5639,Kolkata,2013,24000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,2.95,volkswagen,volkswagen polo
5640,Jaipur,2016,55000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.65,maruti,maruti swift
5641,Kochi,2012,45840,Diesel,Automatic,3,11.4,2953.0,153.86,7.0,8.41,ford,ford endeavour
5642,Pune,2006,155000,Petrol,Manual,1,15.4,1590.0,94.0,5.0,0.85,maruti,maruti baleno
5643,Pune,2003,125000,Petrol,Manual,2,18.9,998.0,67.1,5.0,0.8,maruti,maruti wagon
5644,Coimbatore,2014,52951,Diesel,Manual,3,20.14,1498.0,88.0,5.0,5.65,volkswagen,volkswagen polo
5645,Kolkata,2013,49000,Petrol,Manual,3,17.1,1591.0,121.3,5.0,4.5,hyundai,hyundai verna
5646,Ahmedabad,2015,52000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,6.9,maruti,maruti ciaz
5648,Jaipur,2013,120005,Diesel,Manual,3,21.64,1461.0,84.8,5.0,4.0,nissan,nissan sunny
5649,Mumbai,2015,33000,Petrol,Manual,3,15.0,1598.0,103.52,5.0,5.6,skoda,skoda rapid
5650,Delhi,2016,126000,Petrol,Manual,3,15.1,1196.0,73.0,7.0,2.2,maruti,maruti eeco
5651,Bangalore,2013,66700,Petrol,Manual,3,15.0,1598.0,103.5,5.0,4.0,skoda,skoda rapid
5652,Jaipur,2014,122000,Diesel,Manual,2,12.55,2982.0,168.5,7.0,16.0,toyota,toyota fortuner
5653,Mumbai,2016,29000,Diesel,Manual,3,19.67,1582.0,126.2,5.0,12.6,hyundai,hyundai creta
5654,Kochi,2014,42315,Petrol,Manual,3,18.5,1197.0,82.9,5.0,4.79,hyundai,hyundai i20
5655,Mumbai,2015,22001,CNG,Manual,3,26.6,998.0,58.16,5.0,3.65,maruti,maruti wagon
5656,Kochi,2016,84580,Diesel,Manual,3,26.0,1498.0,98.6,5.0,6.83,honda,honda city
5658,Pune,2006,85000,Petrol,Manual,2,13.8,1299.0,70.0,5.0,0.69,ford,ford ikon
5659,Delhi,2015,24296,Petrol,Manual,3,20.85,1197.0,83.14,5.0,4.65,maruti,maruti swift
5660,Kolkata,2014,40000,Petrol,Manual,3,16.8,1497.0,116.3,5.0,6.49,honda,honda city
5661,Chennai,2009,64514,Diesel,Manual,3,16.8,1493.0,110.0,5.0,2.9,hyundai,hyundai verna
5662,Delhi,2016,35000,Petrol,Manual,3,17.01,1591.0,121.3,5.0,7.4,hyundai,hyundai verna
5663,Bangalore,2016,41000,Petrol,Manual,2,25.17,799.0,53.3,5.0,3.25,renault,renault kwid
5664,Ahmedabad,2008,60123,Petrol,Manual,2,18.9,998.0,67.1,5.0,1.95,maruti,maruti wagon
5665,Jaipur,2015,53000,Petrol,Manual,2,18.9,1197.0,82.0,5.0,4.0,hyundai,hyundai grand
5666,Delhi,2017,9000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.85,hyundai,hyundai i20
5667,Coimbatore,2015,53497,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5.45,honda,honda amaze
5668,Hyderabad,2007,68000,Diesel,Manual,3,17.8,1399.0,68.0,5.0,1.99,ford,ford fiesta
5669,Hyderabad,2014,65000,Diesel,Automatic,3,19.08,1582.0,126.32,5.0,8.99,hyundai,hyundai verna
5670,Kolkata,2014,45155,Diesel,Manual,3,23.59,1364.0,67.04,5.0,6.5,toyota,toyota etios
5671,Coimbatore,2018,20026,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,9.27,honda,honda jazz
5672,Ahmedabad,2015,60000,Diesel,Manual,3,23.9,1582.0,126.2,5.0,6.99,hyundai,hyundai verna
5674,Kochi,2017,30523,Petrol,Automatic,3,14.7,1798.0,177.5,5.0,17.08,skoda,skoda octavia
5675,Kolkata,2013,26300,Diesel,Manual,3,25.44,936.0,57.6,5.0,2.8,chevrolet,chevrolet beat
5676,Kolkata,2011,66000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2.49,volkswagen,volkswagen polo
5677,Jaipur,2016,70000,Diesel,Manual,3,23.65,1248.0,88.5,5.0,8.85,maruti,maruti sx4
5678,Ahmedabad,2011,46000,Petrol,Manual,3,16.8,1497.0,116.3,5.0,4.15,honda,honda city
5679,Hyderabad,2017,28000,Diesel,Manual,3,20.64,1498.0,108.5,5.0,10.0,volkswagen,volkswagen vento
5680,Delhi,2017,46000,Petrol,Manual,3,18.9,1197.0,81.86,5.0,4.75,hyundai,hyundai grand
5681,Jaipur,2017,33000,Petrol,Automatic,3,24.04,999.0,67.0,5.0,3.2,renault,renault kwid
5682,Kochi,2017,27718,Petrol,Manual,3,22.74,796.0,47.3,5.0,3.28,maruti,maruti alto
5683,Bangalore,2013,58000,Petrol,Manual,3,15.8,1499.0,110.0,5.0,7.5,ford,ford ecosport
5684,Coimbatore,2018,33150,Petrol,Manual,3,21.4,1197.0,83.1,5.0,7.39,maruti,maruti baleno
5685,Pune,2013,77000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,3.65,maruti,maruti ritz
5686,Chennai,2007,70000,Diesel,Automatic,3,11.0,2987.0,198.5,5.0,11.0,mercedes-benz,mercedes-benz e-class
5687,Kolkata,2012,97000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,3.0,maruti,maruti ritz
5688,Chennai,2012,75300,Diesel,Manual,2,25.44,936.0,57.6,5.0,2.25,chevrolet,chevrolet beat
5689,Kochi,2010,69918,Petrol,Manual,3,15.5,1586.0,103.3,5.0,2.83,maruti,maruti sx4
5690,Coimbatore,2019,4721,Petrol,Manual,3,14.0,796.0,35.0,5.0,4.11,maruti,maruti omni
5691,Kolkata,2014,39163,Diesel,Manual,3,13.5,2477.0,178.0,7.0,14.7,mitsubishi,mitsubishi pajero
5693,Bangalore,2015,66000,Diesel,Manual,3,25.44,936.0,56.3,5.0,2.35,chevrolet,chevrolet beat
5694,Coimbatore,2017,36154,Diesel,Manual,2,25.83,1498.0,99.0,5.0,6.41,ford,ford figo
5695,Ahmedabad,2012,34000,Petrol,Manual,3,17.4,1497.0,117.3,5.0,5.75,honda,honda city
5696,Chennai,2016,60000,Diesel,Automatic,2,17.9,2143.0,136.0,5.0,17.55,mercedes-benz,mercedes-benz gla
5697,Jaipur,2015,32000,Diesel,Manual,3,21.38,1396.0,88.7,5.0,10.25,hyundai,hyundai creta
5698,Kochi,2012,79985,Diesel,Manual,3,17.8,1399.0,67.0,5.0,3.16,ford,ford fiesta
5699,Bangalore,2014,37600,Diesel,Automatic,2,16.55,1968.0,147.51,5.0,22.5,audi,audi a4
5700,Kochi,2015,31965,Petrol,Manual,3,19.81,1086.0,68.05,5.0,3.55,hyundai,hyundai i10
5701,Kochi,2010,70749,Petrol,Automatic,3,12.05,1995.0,154.0,5.0,9.86,bmw,bmw 3
5703,Kochi,2017,41534,Petrol,Manual,3,17.01,1591.0,121.3,5.0,7.99,hyundai,hyundai verna
5704,Jaipur,2017,54455,Diesel,Automatic,3,22.0,1498.0,108.495,5.0,6.5,volkswagen,volkswagen ameo
5705,Kolkata,2007,42000,Petrol,Manual,3,14.49,1399.0,92.7,5.0,0.75,chevrolet,chevrolet aveo
5706,Coimbatore,2018,52073,Diesel,Manual,2,18.3,1991.0,147.9,5.0,9.87,chevrolet,chevrolet cruze
5707,Kochi,2018,40175,Diesel,Manual,2,22.54,1396.0,88.73,5.0,6.36,hyundai,hyundai i20
5709,Kochi,2017,15029,Petrol,Manual,3,19.1,1197.0,82.0,5.0,6.05,hyundai,hyundai xcent
5710,Mumbai,2013,26200,CNG,Manual,3,30.46,796.0,47.3,5.0,2.15,maruti,maruti alto
5711,Hyderabad,2015,76362,Diesel,Manual,3,24.0,1120.0,70.0,5.0,5.5,hyundai,hyundai grand
5712,Kolkata,2007,18700,Petrol,Manual,2,19.7,796.0,46.3,5.0,1.25,maruti,maruti alto
5713,Coimbatore,2015,67585,Diesel,Manual,3,12.99,2494.0,100.6,7.0,11.99,toyota,toyota innova
5714,Mumbai,2010,57000,Petrol,Automatic,2,16.95,1197.0,78.9,5.0,2.5,hyundai,hyundai i10
5715,Kochi,2019,22321,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,11.66,honda,honda city
5716,Jaipur,1998,95150,Petrol,Manual,1,17.3,993.0,60.0,5.0,0.53,maruti,maruti zen
5717,Kolkata,2015,36428,Petrol,Manual,3,20.51,998.0,67.04,5.0,3.1,maruti,maruti wagon
5718,Hyderabad,2012,73500,Diesel,Manual,2,20.0,1399.0,68.0,5.0,2.6,ford,ford figo
5719,Kochi,2015,47234,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5.09,honda,honda amaze
5720,Hyderabad,2008,62364,Petrol,Manual,3,13.2,1495.0,94.0,5.0,2.3,hyundai,hyundai accent
5721,Pune,2012,89000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,6.0,hyundai,hyundai verna
5722,Ahmedabad,2013,58653,Diesel,Manual,3,25.2,1248.0,74.0,5.0,4.4,maruti,maruti swift
5723,Delhi,2013,30000,Petrol,Automatic,2,14.8,1595.0,120.7,5.0,11.0,mercedes-benz,mercedes-benz b
5724,Coimbatore,2014,64042,Diesel,Manual,3,17.3,1998.0,163.7,5.0,5.7,chevrolet,chevrolet cruze
5725,Chennai,2013,120000,Diesel,Automatic,3,20.0,1968.0,138.1,5.0,6.95,skoda,skoda laura
5726,Hyderabad,2014,90000,Diesel,Manual,3,12.05,2179.0,120.0,8.0,7.9,mahindra,mahindra scorpio
5728,Kolkata,2009,43600,Petrol,Automatic,3,10.93,3498.0,272.0,5.0,10.24,mercedes-benz,mercedes-benz e-class
5729,Pune,2010,71473,Petrol,Automatic,2,13.7,1798.0,157.75,5.0,5.35,skoda,skoda superb
5730,Mumbai,2014,39000,Petrol,Automatic,2,16.5,1198.0,86.8,5.0,3.49,honda,honda brio
5731,Hyderabad,2009,84045,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.85,hyundai,hyundai i10
5732,Mumbai,2014,57004,Petrol,Manual,3,17.4,1497.0,117.3,5.0,5.35,honda,honda city
5733,Coimbatore,2012,75464,Petrol,Manual,3,15.6,1196.0,70.0,5.0,3.62,ford,ford figo
5734,Hyderabad,2006,142000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,6.25,toyota,toyota innova
5736,Delhi,2018,42000,Petrol,Manual,3,18.15,1198.0,82.0,6.0,5.5,mahindra,mahindra kuv
5737,Kochi,2019,12800,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.67,hyundai,hyundai i20
5739,Hyderabad,2014,76126,Diesel,Manual,3,19.3,1248.0,73.9,5.0,6.6,maruti,maruti swift
5741,Pune,2013,85000,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,21.0,audi,audi a6
5742,Jaipur,2017,27000,Petrol,Manual,3,21.4,1197.0,83.1,5.0,4.5,maruti,maruti baleno
5743,Coimbatore,2016,45794,Diesel,Automatic,3,13.01,2199.0,194.3,7.0,20.67,hyundai,hyundai santa
5744,Hyderabad,2013,57352,Diesel,Automatic,3,14.39,1998.0,163.7,5.0,6.5,chevrolet,chevrolet cruze
5746,Mumbai,2009,42000,Petrol,Manual,3,17.92,1086.0,62.1,5.0,1.45,hyundai,hyundai santro
5747,Delhi,2014,62549,CNG,Manual,3,26.6,998.0,58.16,5.0,2.95,maruti,maruti wagon
5748,Hyderabad,2015,67048,Diesel,Manual,3,28.09,1248.0,88.5,5.0,7.9,maruti,maruti ciaz
5749,Kochi,2018,11732,Petrol,Manual,3,17.4,1497.0,117.3,5.0,10.07,honda,honda city
5750,Mumbai,2016,37000,Diesel,Manual,3,20.45,1461.0,83.8,5.0,6.5,nissan,nissan terrano
5751,Hyderabad,2015,30000,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,22.0,bmw,bmw 3
5752,Hyderabad,2016,53000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,9.75,honda,honda city
5753,Jaipur,2014,60000,Diesel,Manual,3,20.45,1461.0,83.8,5.0,6.0,nissan,nissan terrano
5754,Delhi,2014,65000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,3.99,hyundai,hyundai grand
5756,Delhi,2015,92000,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,19.75,toyota,toyota fortuner
5757,Kolkata,2017,31000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,16.95,toyota,toyota innova
5758,Chennai,2017,43917,Petrol,Manual,3,21.4,1197.0,83.1,5.0,6.8,maruti,maruti baleno
5760,Pune,2013,84000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,2.95,hyundai,hyundai i10
5763,Jaipur,2015,24398,Petrol,Manual,3,17.8,1497.0,117.3,5.0,7.9,honda,honda city
5764,Hyderabad,2011,78000,Petrol,Manual,2,20.92,998.0,67.1,5.0,2.3,maruti,maruti alto
5765,Delhi,2012,40315,Petrol,Manual,3,18.5,1198.0,86.8,5.0,2.75,honda,honda brio
5766,Jaipur,2011,83000,Diesel,Manual,3,12.05,2179.0,120.0,8.0,6.71,mahindra,mahindra scorpio
5767,Kochi,2017,58151,Diesel,Automatic,3,19.6,1461.0,108.45,5.0,9.6,renault,renault duster
5768,Kochi,2017,30519,Diesel,Manual,3,19.67,1582.0,126.2,5.0,12.81,hyundai,hyundai creta
5769,Coimbatore,2019,20712,Petrol,Manual,3,23.84,1199.0,84.0,5.0,6.94,tata,tata tiago
5770,Mumbai,2015,48000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,9.45,mahindra,mahindra xuv500
5771,Hyderabad,2015,85000,Diesel,Manual,3,20.34,1498.0,103.2,5.0,6.0,volkswagen,volkswagen vento
5772,Delhi,2013,32000,Petrol,Automatic,3,14.8,1595.0,120.7,5.0,11.0,mercedes-benz,mercedes-benz b
5773,Delhi,2011,52000,Petrol,Manual,3,15.5,1586.0,103.3,5.0,2.6,maruti,maruti sx4
5774,Hyderabad,2007,58307,Petrol,Manual,3,15.3,1341.0,83.0,5.0,1.95,hyundai,hyundai getz
5776,Chennai,2014,40000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,22.0,audi,audi a4
5777,Kolkata,2015,36000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,4.9,hyundai,hyundai i20
5778,Kochi,2015,58817,Diesel,Manual,3,19.87,1461.0,83.14,5.0,6.25,nissan,nissan terrano
5779,Chennai,2013,55000,Diesel,Manual,2,20.54,1598.0,103.6,5.0,6.1,volkswagen,volkswagen vento
5780,Mumbai,2011,39000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.6,hyundai,hyundai i10
5783,Pune,2010,49900,Petrol,Manual,2,17.5,1298.0,85.8,5.0,3.3,maruti,maruti swift
5784,Hyderabad,2013,99500,Diesel,Manual,2,22.3,1248.0,74.0,5.0,3.05,tata,tata indica
5785,Kolkata,2012,33249,Diesel,Manual,3,21.27,1396.0,88.76,5.0,3.25,hyundai,hyundai i20
5786,Delhi,2014,52000,Petrol,Manual,3,19.1,1197.0,81.86,5.0,3.75,hyundai,hyundai xcent
5787,Mumbai,2015,45000,Diesel,Manual,3,12.99,2494.0,100.6,7.0,13.25,toyota,toyota innova
5788,Hyderabad,2017,22000,Petrol,Manual,3,23.84,1199.0,84.0,5.0,4.8,tata,tata tiago
5789,Kochi,2019,7858,Petrol,Manual,3,25.17,799.0,53.3,5.0,3.8,renault,renault kwid
5790,Pune,2011,112000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,8.5,toyota,toyota innova
5792,Ahmedabad,2009,72000,Petrol,Automatic,3,16.8,1497.0,116.4,5.0,3.2,honda,honda city
5793,Hyderabad,2011,84912,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.5,hyundai,hyundai i10
5794,Pune,2015,70000,Diesel,Manual,3,19.67,1582.0,126.2,5.0,12.25,hyundai,hyundai creta
5795,Mumbai,2014,21000,Petrol,Manual,3,19.5,1199.0,86.76,5.0,4.75,honda,honda amaze
5796,Delhi,2016,27000,Petrol,Manual,3,18.78,999.0,74.0,5.0,4.5,volkswagen,volkswagen polo
5797,Kolkata,2012,29000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.35,hyundai,hyundai i10
5799,Pune,2016,19000,Diesel,Automatic,3,21.5,1498.0,108.5,5.0,10.0,volkswagen,volkswagen vento
5801,Delhi,2013,64000,Petrol,Manual,2,14.53,1798.0,138.1,5.0,5.2,toyota,toyota corolla
5804,Kochi,2013,69140,Diesel,Manual,3,20.46,1461.0,83.8,5.0,5.11,renault,renault duster
5805,Coimbatore,2019,21214,Petrol,Manual,3,15.41,1598.0,103.52,5.0,9.66,skoda,skoda rapid
5806,Kolkata,2015,28000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.4,hyundai,hyundai i10
5807,Kochi,2017,29085,Petrol,Manual,3,18.15,1198.0,82.0,6.0,5.84,mahindra,mahindra kuv
5808,Kolkata,2016,30000,Petrol,Automatic,3,23.1,998.0,67.04,5.0,3.8,maruti,maruti celerio
5809,Mumbai,2012,32910,Petrol,Automatic,3,16.98,998.0,66.1,5.0,2.5,maruti,maruti a-star
5810,Kolkata,2015,30000,Diesel,Manual,3,25.1,1498.0,98.6,5.0,6.95,honda,honda city
5811,Pune,2010,35102,Petrol,Automatic,3,12.6,1798.0,161.6,5.0,5.5,skoda,skoda superb
5812,Coimbatore,2017,22831,Petrol,Manual,3,18.9,1197.0,82.0,5.0,6.19,hyundai,hyundai grand
5813,Hyderabad,2013,74911,Diesel,Manual,3,20.45,1461.0,83.8,5.0,6.0,renault,renault duster
5814,Pune,2015,21000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,3.75,hyundai,hyundai grand
5815,Kochi,2018,37160,Diesel,Manual,3,22.77,1498.0,98.59,5.0,9.46,ford,ford ecosport
5816,Jaipur,2011,41000,Petrol,Manual,2,16.95,1498.0,97.7,5.0,3.0,nissan,nissan sunny
5817,Chennai,2016,37294,Diesel,Manual,3,25.83,1498.0,99.0,5.0,5.75,ford,ford figo
5818,Coimbatore,2009,56927,Petrol,Manual,3,13.5,1799.0,130.0,5.0,4.41,honda,honda civic
5819,Kochi,2017,21954,Petrol,Manual,3,25.17,799.0,53.3,5.0,3.7,renault,renault kwid
5820,Kolkata,2014,50000,Petrol,Manual,2,19.4,1198.0,86.8,5.0,2.5,honda,honda brio
5821,Coimbatore,2012,78212,Petrol,Manual,3,16.1,1298.0,88.2,5.0,5.35,maruti,maruti swift
5822,Delhi,2013,64500,Diesel,Manual,3,21.9,1396.0,88.8,5.0,3.65,hyundai,hyundai i20
5823,Delhi,2014,51000,Diesel,Automatic,3,17.2,1968.0,138.03,5.0,13.0,skoda,skoda superb
5824,Delhi,2012,52000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.45,maruti,maruti wagon
5825,Mumbai,2015,120000,Diesel,Automatic,3,21.21,1498.0,103.2,5.0,5.75,volkswagen,volkswagen vento
5826,Coimbatore,2017,65792,Diesel,Manual,3,26.0,1498.0,98.6,5.0,8.11,honda,honda city
5827,Ahmedabad,2018,30000,Diesel,Manual,3,22.54,1396.0,88.73,5.0,7.75,hyundai,hyundai i20
5828,Coimbatore,2017,54387,Petrol,Automatic,3,19.15,1198.0,75.94,5.0,5.85,nissan,nissan micra
5829,Mumbai,2018,1617,Petrol,Manual,3,25.17,799.0,53.3,5.0,4.29,renault,renault kwid
5830,Hyderabad,2015,82000,Diesel,Manual,3,25.6,1498.0,98.6,5.0,8.0,honda,honda city
5831,Mumbai,2017,20000,Diesel,Manual,3,13.68,2393.0,147.8,8.0,16.5,toyota,toyota innova
5832,Jaipur,2015,98000,Diesel,Manual,3,27.39,1248.0,74.0,5.0,5.5,maruti,maruti baleno
5833,Delhi,2015,57000,Diesel,Manual,3,22.77,1498.0,98.59,5.0,6.35,ford,ford ecosport
5835,Hyderabad,2014,56549,Diesel,Manual,3,22.7,1498.0,89.84,5.0,7.2,ford,ford ecosport
5836,Bangalore,2012,78500,Diesel,Manual,3,22.07,1199.0,73.9,5.0,3.65,volkswagen,volkswagen polo
5837,Kochi,2016,55036,Diesel,Manual,3,22.54,1396.0,88.73,5.0,6.35,hyundai,hyundai i20
5838,Pune,2016,55000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,7.8,renault,renault duster
5839,Chennai,2007,90000,Petrol,Manual,2,13.8,1299.0,70.0,5.0,1.4,ford,ford ikon
5840,Chennai,2007,155000,Diesel,Manual,3,13.1,2499.0,141.0,7.0,5.5,ford,ford endeavour
5841,Hyderabad,2018,17810,Diesel,Manual,3,27.39,1248.0,74.0,5.0,8.5,maruti,maruti baleno
5842,Kochi,2011,42408,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,10.48,mercedes-benz,mercedes-benz new
5844,Pune,2008,52000,Petrol,Manual,2,12.85,1396.0,99.6,5.0,1.3,tata,tata indigo
5845,Mumbai,2013,35000,Diesel,Automatic,3,16.73,2993.0,218.0,5.0,21.0,bmw,bmw 5
5846,Delhi,2013,60000,Petrol,Manual,3,17.92,1086.0,62.1,5.0,2.3,hyundai,hyundai santro
5847,Mumbai,2015,27000,Diesel,Automatic,3,19.5,1968.0,141.0,5.0,14.95,skoda,skoda octavia
5849,Pune,2016,115000,Diesel,Manual,3,25.83,1498.0,99.0,5.0,4.5,ford,ford figo
5850,Hyderabad,2016,132000,Diesel,Manual,3,14.95,2489.0,93.7,7.0,5.5,mahindra,mahindra xylo
5851,Mumbai,2015,40337,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4.45,maruti,maruti celerio
5853,Bangalore,2016,50000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,5.5,hyundai,hyundai grand
5854,Kochi,2016,28147,Petrol,Manual,3,18.9,1197.0,81.86,5.0,5.07,hyundai,hyundai grand
5855,Mumbai,2015,20000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,3.85,hyundai,hyundai grand
5856,Chennai,2016,11000,Petrol,Manual,3,18.6,1197.0,81.86,5.0,7.95,hyundai,hyundai elite
